EnsemblGeneStableID	HGNC.symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj	Direction.rnaseq	Direction.H3K27ac	Direction.atac	Direction.methylation
ENSG00000101474.12	APMAP	2256.136211	1.534092122	0.319893334	1.54E-07	3.74E-06	Up	Increase	Increase	NS
ENSG00000157456.8	CCNB2	641.5244925	2.274720043	0.508809795	1.58E-07	3.85E-06	Up	NS	NS	NS
ENSG00000100253.13	MIOX	237.5511269	3.38532281	0.857129484	1.61E-07	3.90E-06	Up	NS	NS	NS
ENSG00000110931.19	CAMKK2	2004.788963	1.532720817	0.318846537	1.64E-07	3.98E-06	Up	NS	NS	NS
ENSG00000197905.9	TEAD4	46.66299421	6.287056378	1.416387611	1.68E-07	4.07E-06	Up	NS	NS	Hypo
ENSG00000134470.21	IL15RA	428.0043925	1.431872576	0.295723693	1.68E-07	4.07E-06	Up	NS	NS	NS
ENSG00000070915.10	SLC12A3	457.0397145	1.555846274	0.324838485	1.71E-07	4.13E-06	Up	NS	NS	NS
ENSG00000171490.13	RSL1D1	5111.583543	1.203150395	0.244988966	1.71E-07	4.13E-06	Up	NS	NS	NS
ENSG00000109674.4	NEIL3	59.12734118	3.199404924	0.723273176	1.73E-07	4.15E-06	Up	NS	NS	NS
ENSG00000106689.11	LHX2	87.14404191	5.141281024	1.248279767	1.76E-07	4.22E-06	Up	Decrease	NS	NS
ENSG00000138592.14	USP8	3556.020136	-1.28532612	0.264164709	1.76E-07	4.22E-06	Down	Decrease	NS	NS
ENSG00000165959.12	CLMN	3062.930309	-1.853760071	0.40123213	1.81E-07	4.32E-06	Down	Decrease	NS	NS
ENSG00000178999.13	AURKB	589.7984001	3.52694899	1.039958072	1.82E-07	4.33E-06	Up	NS	Increase	NS
ENSG00000236521.1	NPAP1P4	113.5734247	-4.067981888	1.104882167	1.83E-07	4.36E-06	Down	NS	Increase	NS
ENSG00000116649.10	SRM	1584.836285	1.701924674	0.362960811	1.85E-07	4.40E-06	Up	Decrease	NS	NS
ENSG00000148459.16	PDSS1	236.6942887	1.410327934	0.29089985	1.85E-07	4.40E-06	Up	Decrease	Increase	NS
ENSG00000125869.10	LAMP5	77.0009695	5.081697929	1.374675384	1.87E-07	4.43E-06	Up	NS	NS	NS
ENSG00000197385.6	ZNF860	536.6058822	-3.49415731	0.940949354	1.87E-07	4.43E-06	Down	Decrease	NS	NS
ENSG00000165406.16	MARCHF8	2089.004939	-1.047167089	0.211771039	1.95E-07	4.61E-06	Down	Decrease	NS	NS
ENSG00000156313.15	RPGR	474.8674699	-1.456656813	0.303793296	1.97E-07	4.65E-06	Down	NS	NS	NS
ENSG00000278016.2	TIGD5	118.2644727	-5.41807424	1.921398569	1.97E-07	4.65E-06	Down	NS	NS	NS
ENSG00000148200.17	NR6A1	83.25229241	2.788356941	0.630158316	2.06E-07	4.85E-06	Up	NS	NS	NS
ENSG00000140374.16	ETFA	1985.893755	1.346497149	0.279935551	2.09E-07	4.92E-06	Up	NS	NS	NS
ENSG00000198431.16	TXNRD1	1233.350911	1.433328514	0.300419192	2.22E-07	5.21E-06	Up	NS	NS	NS
ENSG00000077984.6	CST7	1528.274526	3.210779368	0.856858991	2.23E-07	5.25E-06	Up	Increase	Increase	NS
ENSG00000100911.16	PSME2	2206.227131	1.328329574	0.276337893	2.28E-07	5.33E-06	Up	NS	NS	NS
ENSG00000123989.14	CHPF	374.0667301	2.34932087	0.538797549	2.30E-07	5.39E-06	Up	Increase	NS	NS
ENSG00000146221.10	TCTE1	46.21664835	-3.005856399	0.66416816	2.31E-07	5.39E-06	Down	NS	NS	NS
ENSG00000170356.9	OR2A20P	84.2503946	4.463038068	0.989626211	2.32E-07	5.42E-06	Up	NS	NS	NS
ENSG00000162892.16	IL24	788.7316806	-1.888385141	0.414384097	2.33E-07	5.42E-06	Down	Decrease	NS	NS
ENSG00000114738.11	MAPKAPK3	1229.051255	1.371061775	0.286687158	2.34E-07	5.44E-06	Up	NS	Increase	NS
ENSG00000100647.8	SUSD6	3220.19624	-1.243488685	0.258260242	2.38E-07	5.53E-06	Down	NS	NS	NS
ENSG00000254726.3	MEX3A	53.54570086	3.339051422	0.762447155	2.39E-07	5.54E-06	Up	NS	NS	NS
ENSG00000134569.10	LRP4	32.08319254	4.418199534	1.026262657	2.39E-07	5.55E-06	Up	Decrease	Increase	NS
ENSG00000150672.17	DLG2	412.1199417	-2.980102382	0.752700615	2.49E-07	5.76E-06	Down	Decrease	NS	NS
ENSG00000108813.11	DLX4	51.07106693	4.797784812	1.221581123	2.49E-07	5.77E-06	Up	Decrease	NS	NS
ENSG00000102445.18	RUBCNL	24726.41057	-1.540404516	0.329551033	2.53E-07	5.83E-06	Down	Decrease	Increase	NS
ENSG00000164877.19	MICALL2	187.3925859	3.081450754	0.761802963	2.53E-07	5.83E-06	Up	NS	NS	NS
ENSG00000176894.10	PXMP2	237.3177611	1.953736084	0.427166349	2.56E-07	5.90E-06	Up	Decrease	NS	NS
ENSG00000276033.4	KIR3DX1	40.60429744	-6.202758021	1.966589258	2.60E-07	5.98E-06	Down	NS	Increase	NS
ENSG00000012048.23	BRCA1	902.0766664	1.312453592	0.273764075	2.61E-07	5.99E-06	Up	Decrease	NS	NS
ENSG00000113742.14	CPEB4	1953.30605	-2.22105471	0.513397427	2.68E-07	6.15E-06	Down	NS	NS	NS
ENSG00000155252.13	PI4K2A	2451.616813	-1.272167149	0.267499647	2.75E-07	6.29E-06	Down	NS	NS	Hypo
ENSG00000258839.3	MC1R	737.0628473	-1.274639669	0.266388937	2.77E-07	6.34E-06	Down	Increase	Increase	NS
ENSG00000137692.12	DCUN1D5	1070.80659	1.429609141	0.302368597	2.85E-07	6.51E-06	Up	NS	NS	NS
ENSG00000169689.15	CENPX	580.1502302	1.323235376	0.277186473	2.86E-07	6.52E-06	Up	Increase	NS	NS
ENSG00000196517.13	SLC6A9	34.66775964	3.019008139	0.666491688	2.92E-07	6.66E-06	Up	NS	NS	NS
ENSG00000256590.2	TRDV3	148.9328215	-3.008231323	0.752347641	2.96E-07	6.75E-06	Down	Decrease	NS	NS
ENSG00000124787.14	RPP40	132.3695045	2.365943626	0.536302244	2.98E-07	6.77E-06	Up	NS	NS	NS
ENSG00000133935.7	ERG28	515.8420466	1.260916672	0.26310109	3.00E-07	6.81E-06	Up	NS	NS	NS
ENSG00000188906.16	LRRK2	2961.038482	-1.84417163	0.409452177	3.02E-07	6.84E-06	Down	NS	NS	NS
ENSG00000149150.9	SLC43A1	694.566196	2.32339808	0.54270992	3.03E-07	6.86E-06	Up	Decrease	Increase	NS
ENSG00000138758.11	SEPTIN11	1761.238752	1.287927622	0.270370916	3.05E-07	6.89E-06	Up	Decrease	Increase	NS
ENSG00000100150.20	DEPDC5	3879.085488	-1.479831871	0.316813322	3.07E-07	6.93E-06	Down	NS	NS	Hypo
ENSG00000142197.12	DOP1B	2006.105524	-1.326503733	0.280837319	3.15E-07	7.09E-06	Down	Decrease	NS	NS
ENSG00000196502.11	SULT1A1	424.5047381	2.240622949	0.514649889	3.20E-07	7.20E-06	Up	NS	NS	NS
ENSG00000162402.14	USP24	6552.892501	-1.53731143	0.332155882	3.25E-07	7.30E-06	Down	Decrease	NS	NS
ENSG00000165724.6	ZMYND19	655.8532468	1.267004925	0.266167317	3.31E-07	7.44E-06	Up	NS	NS	NS
ENSG00000186827.11	TNFRSF4	295.5724831	3.653726697	1.066854212	3.36E-07	7.53E-06	Up	NS	NS	NS
ENSG00000118894.15	EEF2KMT	305.5601638	1.236557953	0.258120854	3.38E-07	7.56E-06	Up	Decrease	NS	NS
ENSG00000107679.14	PLEKHA1	440.6244964	-2.55619266	0.62186878	3.41E-07	7.63E-06	Down	NS	Decrease	NS
ENSG00000173486.13	FKBP2	863.8616273	1.74641477	0.3845218	3.42E-07	7.65E-06	Up	NS	NS	NS
ENSG00000077514.9	POLD3	739.0033041	1.45192146	0.310770725	3.53E-07	7.87E-06	Up	NS	Increase	NS
ENSG00000263513.5	FAM72C	109.8915829	4.765355916	1.776737464	3.55E-07	7.92E-06	Up	NS	NS	NS
ENSG00000138641.18	HERC3	1193.293325	-1.533079415	0.332137047	3.59E-07	7.99E-06	Down	NS	NS	NS
ENSG00000179241.13	LDLRAD3	221.0635078	4.215563904	1.284024998	3.61E-07	8.02E-06	Up	NS	Increase	Hypo
ENSG00000185651.15	UBE2L3	2187.774158	1.196673446	0.251405833	3.64E-07	8.09E-06	Up	NS	NS	Hypo
ENSG00000130204.13	TOMM40	1746.901178	1.605264184	0.349825613	3.65E-07	8.10E-06	Up	NS	Decrease	NS
ENSG00000228716.7	DHFR	1709.556841	1.435203267	0.308576279	3.70E-07	8.19E-06	Up	NS	NS	NS
ENSG00000212864.3	RNF208	49.20507355	3.226399574	0.747719173	3.80E-07	8.39E-06	Up	NS	Increase	NS
ENSG00000256683.7	ZNF350	766.5301249	-1.274088	0.269602098	3.81E-07	8.40E-06	Down	NS	NS	NS
ENSG00000112667.13	DNPH1	1041.516062	1.95660543	0.443107806	3.83E-07	8.44E-06	Up	Decrease	NS	NS
ENSG00000115165.10	CYTIP	3514.531426	-1.798769875	0.402777914	3.85E-07	8.47E-06	Down	Decrease	NS	NS
ENSG00000120833.14	SOCS2	101.597882	3.898289383	1.142991675	3.86E-07	8.49E-06	Up	NS	NS	NS
ENSG00000139793.18	MBNL2	643.4011439	-1.636089579	0.358699954	3.87E-07	8.49E-06	Down	NS	NS	Hypo
ENSG00000161217.12	PCYT1A	2748.469676	-1.039296809	0.216159702	3.88E-07	8.51E-06	Down	Increase	Increase	NS
ENSG00000178202.13	POGLUT3	521.1208742	1.247926097	0.263392248	3.92E-07	8.59E-06	Up	Decrease	Increase	NS
ENSG00000198925.12	ATG9A	2273.27646	-1.295460039	0.27632339	3.99E-07	8.72E-06	Down	Decrease	NS	NS
ENSG00000198546.15	ZNF511	962.2203215	1.396539982	0.299333888	4.05E-07	8.84E-06	Up	NS	NS	NS
ENSG00000152217.19	SETBP1	3289.272365	-1.362541107	0.2913054	4.06E-07	8.85E-06	Down	Decrease	Increase	Hypo
ENSG00000167130.18	DOLPP1	322.6491566	1.64361598	0.359813119	4.09E-07	8.91E-06	Up	NS	NS	NS
ENSG00000274114.2	ALOX15P1	434.7896262	-1.742874675	0.385913017	4.09E-07	8.91E-06	Down	Decrease	NS	NS
ENSG00000288250.1	TNNT3	83.59765321	-3.185772244	0.788700343	4.12E-07	8.95E-06	Down	NS	NS	NS
ENSG00000123159.16	GIPC1	512.7043081	1.481435485	0.32036313	4.19E-07	9.06E-06	Up	NS	Increase	NS
ENSG00000134061.5	CD180	1277.997693	1.867578649	0.42109466	4.19E-07	9.06E-06	Up	Decrease	NS	NS
ENSG00000171606.18	ZNF274	4426.358625	-1.546698453	0.338761437	4.19E-07	9.06E-06	Down	NS	NS	NS
ENSG00000165480.16	SKA3	180.8316363	4.119442318	1.222488546	4.21E-07	9.09E-06	Up	NS	NS	NS
ENSG00000169683.8	LRRC45	619.5708975	1.191387288	0.251278387	4.21E-07	9.09E-06	Up	Increase	NS	NS
ENSG00000188343.13	FAM92A	253.4206465	1.742598582	0.382903142	4.23E-07	9.11E-06	Up	NS	NS	NS
ENSG00000183960.9	KCNH8	1180.582337	-2.277329504	0.541533704	4.28E-07	9.21E-06	Down	Decrease	NS	NS
ENSG00000154265.16	ABCA5	1677.651841	-1.091317119	0.228568853	4.29E-07	9.22E-06	Down	Increase	NS	NS
ENSG00000166405.15	RIC3	2830.50878	-2.020467002	0.468097758	4.31E-07	9.25E-06	Down	Decrease	Increase	NS
ENSG00000096717.12	SIRT1	1111.845237	-1.186373401	0.25155951	4.41E-07	9.45E-06	Down	NS	NS	NS
ENSG00000114796.16	KLHL24	2658.162138	-1.293046721	0.277181487	4.41E-07	9.45E-06	Down	NS	NS	NS
ENSG00000178971.16	CTC1	9243.631755	-1.654373775	0.367529703	4.43E-07	9.48E-06	Down	NS	Increase	NS
ENSG00000198826.11	ARHGAP11A	569.2727105	2.665827595	0.666584807	4.44E-07	9.49E-06	Up	NS	NS	NS
ENSG00000169762.17	TAPT1	2011.07614	-1.851602933	0.419676113	4.45E-07	9.49E-06	Down	Decrease	NS	NS
ENSG00000164292.13	RHOBTB3	143.9068637	3.4798217	0.966402732	4.48E-07	9.56E-06	Up	NS	Increase	NS
ENSG00000067057.17	PFKP	5312.56417	1.184708785	0.251485561	4.52E-07	9.62E-06	Up	Increase	Decrease	NS
ENSG00000233487.6	RPSAP69	22.94672939	5.454567845	1.293663166	4.55E-07	9.69E-06	Up	Increase	Increase	NS
ENSG00000100983.12	GSS	1554.741905	1.057619295	0.222067971	4.68E-07	9.94E-06	Up	NS	Increase	NS
ENSG00000037241.7	RPL26L1	330.5025852	1.215408713	0.257327368	4.69E-07	9.95E-06	Up	NS	NS	NS
ENSG00000242114.6	MTFP1	466.3543588	1.919757654	0.435795596	4.70E-07	9.96E-06	Up	NS	NS	NS
ENSG00000162065.14	TBC1D24	614.7085306	1.556204155	0.341518915	4.88E-07	1.03E-05	Up	Increase	Increase	NS
ENSG00000155903.13	RASA2	1735.514424	-1.255398235	0.269350548	4.90E-07	1.04E-05	Down	Decrease	NS	NS
ENSG00000006638.13	TBXA2R	143.1630205	-2.271476496	0.52086708	5.04E-07	1.06E-05	Down	NS	NS	NS
ENSG00000100526.20	CDKN3	125.0399354	3.377227625	0.92013924	5.08E-07	1.07E-05	Up	NS	NS	NS
ENSG00000007350.17	TKTL1	293.54848	3.551795255	0.917390127	5.28E-07	1.11E-05	Up	NS	NS	NS
ENSG00000071575.11	TRIB2	1333.186856	-3.235958977	0.958864111	5.27E-07	1.11E-05	Down	Decrease	Increase	NS
ENSG00000165389.7	SPTSSA	307.7707348	1.606224646	0.354767641	5.26E-07	1.11E-05	Up	NS	NS	NS
ENSG00000183655.13	KLHL25	148.2961272	1.569694149	0.340808421	5.27E-07	1.11E-05	Up	Decrease	NS	NS
ENSG00000166912.17	MTMR10	1851.499919	-1.430935456	0.312831437	5.31E-07	1.11E-05	Down	NS	NS	NS
ENSG00000166313.19	APBB1	841.7799622	-2.409682841	0.593488476	5.34E-07	1.12E-05	Down	NS	NS	NS
ENSG00000155380.12	SLC16A1	489.9825417	1.296487766	0.278979875	5.41E-07	1.13E-05	Up	NS	NS	NS
ENSG00000054148.18	PHPT1	847.6824931	1.916295723	0.440055272	5.46E-07	1.14E-05	Up	NS	Increase	NS
ENSG00000137727.12	ARHGAP20	125.2243541	-3.554467656	1.004544225	5.54E-07	1.16E-05	Down	NS	NS	NS
ENSG00000171530.14	TBCA	1690.149277	1.160252717	0.247387823	5.54E-07	1.16E-05	Up	NS	NS	NS
ENSG00000168061.17	SAC3D1	143.2041655	3.305638694	0.910807069	5.58E-07	1.16E-05	Up	NS	NS	NS
ENSG00000096060.14	FKBP5	3589.540206	1.390429848	0.303503485	5.65E-07	1.18E-05	Up	Increase	NS	NS
ENSG00000183978.8	COA3	463.0120562	1.470351458	0.322831997	5.69E-07	1.18E-05	Up	Decrease	NS	NS
ENSG00000164086.10	DUSP7	209.875427	2.20475505	0.516946014	5.72E-07	1.19E-05	Up	NS	NS	NS
ENSG00000225828.1	FAM229A	686.7636509	-1.33084697	0.288695879	5.74E-07	1.19E-05	Down	NS	Decrease	NS
ENSG00000149591.17	TAGLN	2868.359407	-1.521170532	0.338376418	5.94E-07	1.23E-05	Down	NS	NS	NS
ENSG00000206053.13	JPT2	1393.159193	1.664271051	0.374381202	6.02E-07	1.25E-05	Up	Decrease	NS	NS
ENSG00000100823.12	APEX1	5359.180679	1.114138192	0.237684971	6.13E-07	1.27E-05	Up	NS	NS	NS
ENSG00000183963.18	SMTN	966.3545982	1.958224235	0.454475364	6.17E-07	1.27E-05	Up	NS	Increase	NS
ENSG00000168216.13	LMBRD1	1746.306117	-1.118089603	0.239101701	6.21E-07	1.28E-05	Down	Decrease	NS	NS
ENSG00000213160.10	KLHL23	161.9146083	1.997779499	0.454502069	6.21E-07	1.28E-05	Up	NS	Increase	NS
ENSG00000116096.6	SPR	41.55200827	2.945984826	0.67057799	6.31E-07	1.30E-05	Up	NS	NS	NS
ENSG00000163788.14	SNRK	1341.667684	-1.271747586	0.275961351	6.32E-07	1.30E-05	Down	NS	NS	NS
ENSG00000163154.6	TNFAIP8L2	188.4249686	2.113494236	0.487764396	6.35E-07	1.30E-05	Up	NS	NS	NS
ENSG00000136521.13	NDUFB5	1372.540808	1.139771756	0.243659741	6.43E-07	1.31E-05	Up	NS	NS	NS
ENSG00000147955.17	SIGMAR1	1405.701507	2.002598106	0.471467966	6.42E-07	1.31E-05	Up	NS	NS	NS
ENSG00000164050.13	PLXNB1	515.804022	3.021291633	0.854742694	6.44E-07	1.31E-05	Up	NS	NS	NS
ENSG00000171759.10	PAH	22.22012687	6.681643555	1.71985115	6.45E-07	1.31E-05	Up	Decrease	Decrease	NS
ENSG00000109519.13	GRPEL1	811.6657307	1.67926704	0.379385239	6.46E-07	1.32E-05	Up	NS	NS	NS
ENSG00000101773.19	RBBP8	744.1441103	1.749864376	0.398343702	6.56E-07	1.34E-05	Up	NS	NS	NS
ENSG00000048392.12	RRM2B	1286.123484	-1.316986263	0.287570409	6.59E-07	1.34E-05	Down	Decrease	NS	NS
ENSG00000134954.14	ETS1	11787.14758	-1.035319998	0.220547474	6.71E-07	1.36E-05	Down	Decrease	NS	NS
ENSG00000216490.4	IFI30	2497.075156	2.495313917	0.63524596	6.71E-07	1.36E-05	Up	NS	Increase	NS
ENSG00000167315.18	ACAA2	1474.371237	1.294339773	0.281854582	6.73E-07	1.36E-05	Up	NS	NS	NS
ENSG00000142182.9	DNMT3L	76.23128508	-3.157759939	0.805955455	6.78E-07	1.37E-05	Down	NS	NS	NS
ENSG00000272899.4	ATP6V1FNB	148.820335	2.036136335	0.467610211	6.80E-07	1.37E-05	Up	NS	NS	NS
ENSG00000179115.11	FARSA	1646.062824	1.751028964	0.400966564	6.81E-07	1.37E-05	Up	NS	Increase	NS
ENSG00000105926.15	MPP6	599.756775	1.172045974	0.252262083	6.85E-07	1.38E-05	Up	NS	NS	NS
ENSG00000103642.12	LACTB	516.8670593	1.24567233	0.269807377	7.03E-07	1.42E-05	Up	NS	NS	NS
ENSG00000164967.10	RPP25L	315.0448287	1.528551043	0.339358348	7.08E-07	1.43E-05	Up	NS	NS	NS
ENSG00000174013.8	FBXO45	283.9720192	1.484687598	0.328629228	7.27E-07	1.46E-05	Up	Increase	Increase	NS
ENSG00000063127.16	SLC6A16	996.1999999	-1.978526597	0.467426044	7.37E-07	1.48E-05	Down	Increase	Increase	NS
ENSG00000137270.11	GCM1	58.94106827	-2.563286392	0.599412085	7.49E-07	1.50E-05	Down	Decrease	NS	NS
ENSG00000163534.15	FCRL1	12555.38416	-4.737850058	2.152092078	7.64E-07	1.53E-05	Down	Decrease	Increase	NS
ENSG00000100462.16	PRMT5	1653.531907	1.205746456	0.261958057	7.70E-07	1.54E-05	Up	Decrease	NS	NS
ENSG00000114013.16	CD86	1080.583965	1.710447484	0.389971238	7.73E-07	1.55E-05	Up	Decrease	Increase	NS
ENSG00000181588.16	MEX3D	43.53519178	3.178119569	0.764060226	7.76E-07	1.55E-05	Up	NS	Increase	NS
ENSG00000197622.13	CDC42SE1	15431.92512	-1.49922757	0.337125949	7.79E-07	1.55E-05	Down	NS	NS	NS
ENSG00000109814.12	UGDH	355.8330217	1.68962376	0.383176705	7.80E-07	1.55E-05	Up	NS	NS	NS
ENSG00000165782.10	PIP4P1	4420.618051	-1.406685983	0.313043533	7.81E-07	1.55E-05	Down	NS	NS	NS
ENSG00000164463.12	CREBRF	2526.087944	-1.324312811	0.292203584	7.84E-07	1.56E-05	Down	NS	Increase	NS
ENSG00000032742.17	IFT88	312.5016646	-1.309022433	0.286559492	7.96E-07	1.58E-05	Down	Decrease	Increase	NS
ENSG00000048462.11	TNFRSF17	349.4855589	1.901957797	0.441001004	8.07E-07	1.60E-05	Up	NS	NS	NS
ENSG00000165118.15	C9orf64	269.7174119	1.398169369	0.308162288	8.10E-07	1.60E-05	Up	NS	NS	NS
ENSG00000125971.16	DYNLRB1	1777.627498	1.374794355	0.304326653	8.15E-07	1.61E-05	Up	NS	NS	NS
ENSG00000143226.14	FCGR2A	251.486979	-2.306440698	0.562633797	8.15E-07	1.61E-05	Down	NS	NS	NS
ENSG00000272047.3	GTF2H5	718.1683053	1.710050016	0.392154014	8.21E-07	1.62E-05	Up	NS	Increase	NS
ENSG00000227051.6	C14orf132	82.34736743	2.875132729	0.724389408	8.30E-07	1.64E-05	Up	NS	NS	NS
ENSG00000163877.11	SNIP1	769.1437302	-1.256526372	0.275503895	8.33E-07	1.64E-05	Down	Increase	NS	NS
ENSG00000278615.5	C11orf98	1174.053021	1.319820233	0.291426718	8.33E-07	1.64E-05	Up	NS	NS	NS
ENSG00000078589.13	P2RY10	2743.774093	-1.319511672	0.292082771	8.36E-07	1.64E-05	Down	NS	NS	NS
ENSG00000101447.15	FAM83D	207.2005743	1.784340042	0.407544226	8.40E-07	1.65E-05	Up	NS	NS	NS
ENSG00000017483.15	SLC38A5	1202.429493	1.501911487	0.337318279	8.43E-07	1.65E-05	Up	NS	NS	NS
ENSG00000139734.19	DIAPH3	115.6429816	2.142444827	0.496247234	8.50E-07	1.66E-05	Up	NS	NS	NS
ENSG00000165661.17	QSOX2	5589.920216	-1.24180328	0.272822068	8.63E-07	1.69E-05	Down	NS	Increase	NS
ENSG00000167863.12	ATP5PD	1776.802235	1.116551896	0.241998347	8.66E-07	1.69E-05	Up	NS	NS	NS
ENSG00000068489.13	PRR11	609.547912	1.624901688	0.369746949	8.67E-07	1.69E-05	Up	Increase;Decrease	NS	NS
ENSG00000070404.10	FSTL3	98.93873925	1.844780958	0.417401025	8.74E-07	1.70E-05	Up	Increase	Increase	NS
ENSG00000035499.13	DEPDC1B	138.4364365	2.550174724	0.62743579	8.80E-07	1.71E-05	Up	NS	Increase	NS
ENSG00000158286.13	RNF207	251.127874	2.491773066	0.628731242	8.92E-07	1.73E-05	Up	NS	NS	NS
ENSG00000198467.16	TPM2	1959.870862	1.756960427	0.407300601	8.91E-07	1.73E-05	Up	NS	NS	NS
ENSG00000152133.15	GPATCH11	1756.44661	1.306666781	0.288840841	9.14E-07	1.77E-05	Up	NS	NS	NS
ENSG00000138778.13	CENPE	292.0239901	2.688459513	0.688855653	9.17E-07	1.77E-05	Up	Decrease	NS	NS
ENSG00000133063.16	CHIT1	656.6921624	-2.377325993	0.594207894	9.22E-07	1.78E-05	Down	Decrease	Decrease	NS
ENSG00000178809.11	TRIM73	460.7839323	-1.290614546	0.284282918	9.23E-07	1.78E-05	Down	NS	Increase	NS
ENSG00000181418.8	DDN	52.16893083	2.995767026	0.740422564	9.22E-07	1.78E-05	Up	NS	NS	NS
ENSG00000149243.15	KLHL35	126.3494672	2.312008376	0.557638994	9.51E-07	1.83E-05	Up	NS	Increase	NS
ENSG00000167992.13	VWCE	96.56248304	1.84163666	0.418964025	9.53E-07	1.83E-05	Up	NS	NS	NS
ENSG00000227600.11	PPT2	111.1309996	1.71173567	0.385884555	9.52E-07	1.83E-05	Up	NS	NS	NS
ENSG00000136518.17	ACTL6A	1125.371889	1.095438516	0.238445683	9.66E-07	1.85E-05	Up	NS	NS	NS
ENSG00000135316.18	SYNCRIP	5205.930825	1.000945908	0.216405039	9.85E-07	1.88E-05	Up	NS	NS	NS
ENSG00000134825.16	TMEM258	1225.772227	1.221584364	0.268670301	9.88E-07	1.89E-05	Up	Increase	Increase	NS
ENSG00000134049.6	IER3IP1	411.0083432	1.23920959	0.273007574	1.01E-06	1.93E-05	Up	Decrease	NS	NS
ENSG00000213465.8	ARL2	911.3832817	1.804785767	0.423856776	1.01E-06	1.93E-05	Up	NS	NS	NS
ENSG00000166743.9	ACSM1	146.3792987	-2.159424595	0.516886001	1.02E-06	1.94E-05	Down	NS	NS	NS
ENSG00000181991.16	MRPS11	755.34255	1.303510143	0.289682645	1.02E-06	1.94E-05	Up	NS	NS	NS
ENSG00000271425.9	NBPF10	2129.961381	-1.32510654	0.296113727	1.03E-06	1.96E-05	Down	NS	NS	NS
ENSG00000247746.4	USP51	119.3930031	-1.71742014	0.390814479	1.04E-06	1.97E-05	Down	NS	NS	NS
ENSG00000198924.8	DCLRE1A	359.5787469	1.589408783	0.36234387	1.04E-06	1.98E-05	Up	NS	NS	NS
ENSG00000100027.16	YPEL1	722.4218637	-1.998010113	0.483258236	1.05E-06	1.99E-05	Down	Decrease	NS	NS
ENSG00000118200.14	CAMSAP2	188.4541468	3.877637277	1.28684455	1.07E-06	2.03E-05	Up	NS	NS	NS
ENSG00000135655.16	USP15	4592.236568	-1.111717476	0.243692655	1.08E-06	2.03E-05	Down	NS	NS	NS
ENSG00000012822.16	CALCOCO1	7010.194682	-1.178079379	0.261139199	1.09E-06	2.05E-05	Down	Decrease	NS	NS
ENSG00000138685.16	FGF2	385.3932653	2.487115671	0.634850393	1.11E-06	2.09E-05	Up	NS	Increase	NS
ENSG00000148429.14	USP6NL	1608.671144	-2.192884978	0.546520521	1.11E-06	2.09E-05	Down	Decrease	NS	NS
ENSG00000122705.17	CLTA	1872.342007	1.407763745	0.317989837	1.13E-06	2.13E-05	Up	NS	NS	NS
ENSG00000169288.18	MRPL1	664.6374346	1.259403902	0.27884228	1.14E-06	2.14E-05	Up	NS	NS	NS
ENSG00000140199.12	SLC12A6	5954.768076	-2.290343577	0.591967182	1.15E-06	2.17E-05	Down	NS	NS	NS
ENSG00000163468.15	CCT3	6342.199119	1.316298787	0.295102371	1.17E-06	2.18E-05	Up	NS	Increase	NS
ENSG00000170935.8	NCBP2L	22.58495198	-4.62839472	1.149292178	1.17E-06	2.19E-05	Down	NS	NS	NS
ENSG00000138623.10	SEMA7A	1243.33154	1.819242856	0.432115454	1.21E-06	2.26E-05	Up	NS	Increase	NS
ENSG00000126067.12	PSMB2	1905.180818	1.028255377	0.224747509	1.22E-06	2.28E-05	Up	NS	NS	NS
ENSG00000180644.8	PRF1	999.7227545	1.912855091	0.460462203	1.23E-06	2.29E-05	Up	NS	NS	NS
ENSG00000072694.21	FCGR2B	4754.289133	-1.424711659	0.32546782	1.25E-06	2.33E-05	Down	NS	NS	NS
ENSG00000121879.5	PIK3CA	2368.528547	-1.267645542	0.284540113	1.28E-06	2.38E-05	Down	NS	NS	NS
ENSG00000167674.15	HDGFL2	1595.451957	1.191085002	0.265497873	1.31E-06	2.43E-05	Up	NS	NS	NS
ENSG00000117501.14	MROH9	48.72548338	-3.41831056	0.890158268	1.32E-06	2.44E-05	Down	NS	NS	NS
ENSG00000164111.15	ANXA5	3700.510566	1.271548141	0.286029351	1.32E-06	2.45E-05	Up	Increase	NS	NS
ENSG00000282184.2	IGHG3	11432.98168	-2.940731398	0.857742701	1.33E-06	2.45E-05	Down	Decrease	NS	NS
ENSG00000025039.15	RRAGD	257.3584775	2.850317501	0.793578549	1.34E-06	2.47E-05	Up	Increase;Decrease	NS	NS
ENSG00000134250.20	NOTCH2	3630.328123	-1.385827363	0.316573737	1.35E-06	2.48E-05	Down	NS	NS	NS
ENSG00000112742.10	TTK	202.0710617	2.41324016	0.615765144	1.36E-06	2.50E-05	Up	NS	NS	NS
ENSG00000134824.14	FADS2	691.4819589	2.831044295	0.798008154	1.36E-06	2.50E-05	Up	Increase	Increase	NS
ENSG00000160703.16	NLRX1	695.227841	1.534327979	0.35417522	1.37E-06	2.52E-05	Up	NS	NS	NS
ENSG00000105676.14	ARMC6	1136.850803	1.453802607	0.333411708	1.38E-06	2.53E-05	Up	NS	NS	NS
ENSG00000196372.13	ASB13	170.8776508	3.597593264	1.015042233	1.40E-06	2.57E-05	Up	NS	Increase	NS
